Date,FECHA,Diseño de la Mezcla,Zona,Volumen (m3),TURNO,Humedad arena (%),Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
2023-06-11,6/11/20236/11/20236/11/20236/11/20236/11/20236/11/20236/11/20236/11/20236/11/20236/11/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815,ZONA_ER4309ZONA_AH2001ZONA_BC1429ZONA_BC1429ZONA_DK3929ZONA_BC1429ZONA_NF8979ZONA_OE6748ZONA_DF2951ZONA_TW0447,49.5,DIADIADIADIADIADIADIADIADIADIA,0.552,78584.92395,1214.442,25104.0,6299.134050000001,415.68,146.88,33.0,0.0,0.0,165.0
2023-06-12,6/12/20236/12/20236/12/20236/12/20236/12/20236/12/20236/12/20236/12/20236/12/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_IO769DIS_WZ815DIS_MU573DIS_WZ815DIS_UE958DIS_WZ815,ZONA_DF2951ZONA_XZ1048ZONA_XP1422ZONA_YI5008ZONA_XP1422ZONA_PM6920ZONA_AH2001ZONA_BC1429ZONA_XP1422,49.0,DIADIADIADIADIADIADIADIADIA,0.478,71160.0973,11477.786,22635.0,6249.9167,330.76,133.07999999999998,35.0,0.0,0.0,175.0
2023-06-13,6/13/20236/13/20236/13/20236/13/20236/13/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_VA8680ZONA_XP1422ZONA_XP1422ZONA_DF2951ZONA_ZT9319,30.0,DIADIADIADIADIA,0.27,48020.55,0.0,15390.0,3879.45,258.0,90.0,30.0,0.0,0.0,150.0
2023-06-14,6/14/20236/14/20236/14/20236/14/20236/14/20236/14/2023,DIS_WZ815DIS_WZ815DIS_IO769DIS_BI322DIS_WZ815DIS_BI322,ZONA_ZA5631ZONA_TK8573ZONA_YI5008ZONA_TJ1679ZONA_VU5135ZONA_TJ1679,34.0,DIADIADIADIADIADIA,0.492,47532.0884,13304.484,14394.0,2840.6276,187.44,84.96000000000001,18.0,0.0,0.0,90.0
2023-06-15,6/15/20236/15/20236/15/20236/15/20236/15/20236/15/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_BI322DIS_WZ815DIS_BI322,ZONA_DK3929ZONA_DK3929ZONA_AX3301ZONA_TJ1679ZONA_KS1569ZONA_TJ1679,36.0,DIADIADIADIADIADIA,0.45499999999999996,51977.0508,10017.636,16632.0,3357.3132,232.32,97.92,24.0,0.0,0.0,120.0
2023-06-16,6/16/20236/16/20236/16/20236/16/20236/16/20236/16/2023,DIS_WZ815DIS_BI322DIS_BI322DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_ZN2647ZONA_TJ1679ZONA_TJ1679ZONA_IA3603ZONA_VU5135ZONA_VU5135,33.0,DIADIADIADIADIADIA,0.385,47671.464,8348.03,15399.0,3630.5060000000003,219.4,90.6,23.0,0.0,0.0,115.0
2023-06-17,6/17/2023,DIS_WZ815,ZONA_PN2337,6.0,DIA,0.046,9529.71,0.0,3078.0,850.29,51.6,18.0,6.0,0.0,0.0,30.0
2023-06-18,6/18/20236/18/20236/18/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_BU9391ZONA_VT1950ZONA_QF0302,15.0,DIADIADIA,0.14100000000000001,23847.525,0.0,7695.0,2102.475,129.0,45.0,15.0,0.0,0.0,75.0
2023-06-19,6/19/20236/19/20236/19/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_HG7707ZONA_HG7707ZONA_XK8965,18.0,DIADIADIA,0.123,28449.629999999997,0.0,9234.0,2690.37,154.8,54.0,18.0,0.0,0.0,90.0
2023-06-20,6/20/20236/20/2023,DIS_WZ815DIS_WZ815,ZONA_VT1950ZONA_VT1950,12.0,DIADIA,0.08,18947.82,0.0,6156.0,1812.18,103.2,36.0,12.0,0.0,0.0,60.0
2023-06-22,6/22/20236/22/2023,DIS_YV593DIS_YV593,ZONA_PM6920ZONA_PM6920,10.0,DIADIA,0.086,10819.803,8096.280000000001,3200.0,1473.917,19.2,19.2,0.0,0.0,0.0,0.0
2023-06-23,6/23/20236/23/2023,DIS_IO769DIS_WZ815,ZONA_RT1030ZONA_CF7855,9.0,DIADIA,0.076,13136.7807,2465.136,3708.0,1306.9833,56.64,21.78,6.0,0.0,0.0,30.0
2023-06-24,6/24/20236/24/20236/24/20236/24/20236/24/20236/24/2023,DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_MQ0726ZONA_MQ0726ZONA_PM6920ZONA_MW3299ZONA_JW0507ZONA_JW0507,32.0,DIADIADIADIADIADIA,0.22799999999999998,48431.521199999996,3238.512,15644.0,4925.9668,248.48000000000002,91.68,28.0,0.0,0.0,140.0
2023-06-25,6/25/20236/25/20236/25/20236/25/20236/25/20236/25/20236/25/2023,DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_IO769DIS_WZ815DIS_WZ815,ZONA_BU9391ZONA_BU9391ZONA_VM5842ZONA_VT1950ZONA_YI5008ZONA_SU0197ZONA_VT1950,31.5,DIADIADIADIADIADIADIA,0.3214,45845.01435,6887.88,14464.0,4457.25565,214.0,84.99,23.0,0.0,0.0,115.0
2023-06-26,6/26/20236/26/20236/26/20236/26/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_KU2798ZONA_KU2798ZONA_FF5955ZONA_FF5955,22.5,DIADIADIADIA,0.206,35928.225000000006,0.0,11542.5,2996.775,193.5,67.5,22.5,0.0,0.0,112.5
2023-06-27,6/27/20236/27/20236/27/20236/27/20236/27/20236/27/2023,DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_JN153DIS_YV593,ZONA_BU9391ZONA_BU9391ZONA_PM6920ZONA_KU2798ZONA_UH8052ZONA_PM6920,25.0,DIADIADIADIADIADIA,0.30000000000000004,36180.407699999996,5687.536,11614.0,3422.0563,169.86,67.6,18.0,0.0,0.0,90.0
2023-06-28,6/28/20236/28/20236/28/20236/28/20236/28/20236/28/20236/28/20236/28/2023,DIS_WZ815DIS_WZ815DIS_JN153DIS_MU573DIS_WZ815DIS_MU573DIS_WZ815DIS_WZ815,ZONA_YJ2853ZONA_HM6218ZONA_UH8052ZONA_MR6681ZONA_UW0189ZONA_MR6681ZONA_BU9391ZONA_BU9391,47.5,DIADIADIADIADIADIADIADIA,0.352,64974.176400000004,15406.093,21612.0,6509.4806,290.785,126.56,29.0,0.0,0.0,145.0
2023-06-29,6/29/20236/29/20236/29/20236/29/20236/29/20236/29/20236/29/2023,DIS_YV593DIS_WZ815DIS_YV593DIS_MU573DIS_YV593DIS_WZ815DIS_WZ815,ZONA_QI6446ZONA_KQ1861ZONA_QI6446ZONA_MR6681ZONA_QI6446ZONA_TM0621ZONA_TM0621,46.0,DIADIADIADIADIADIADIA,0.308,58486.1676,22845.809,18474.0,6529.0234,210.24,109.44,18.0,0.0,0.0,90.0
2023-06-30,6/30/20236/30/20236/30/20236/30/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_MU573,ZONA_BU9391ZONA_TM0621ZONA_BU9391ZONA_OY9486,13.5,DIADIADIADIA,0.212,20748.00285,1252.2045,6696.0,1738.79265,106.44,39.24,12.0,0.0,0.0,60.0
2023-07-01,7/1/20237/1/20237/1/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_WD7529ZONA_XP1422ZONA_XP1422,18.0,DIADIADIA,0.15000000000000002,28700.73,0.0,9234.0,2439.27,154.8,54.0,18.0,0.0,0.0,90.0
2023-07-02,7/2/20237/2/20237/2/20237/2/20237/2/20237/2/20237/2/2023,DIS_YV593DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_PM6920ZONA_ZQ9687ZONA_ZQ9687ZONA_PM6920ZONA_TM0621ZONA_TM0621ZONA_TM0621,42.0,DIADIADIADIADIADIADIA,0.334,59748.2862,11334.792,18844.0,5902.9218,267.68,110.88,28.0,0.0,0.0,140.0
2023-07-03,7/3/20237/3/20237/3/20237/3/20237/3/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_OW7165ZONA_OW7165ZONA_KZ9739ZONA_KZ9739ZONA_KZ9739,30.0,DIADIADIADIADIA,0.21999999999999997,47555.55,0.0,15390.0,4344.45,258.0,90.0,30.0,0.0,0.0,150.0
2023-07-04,7/4/20237/4/20237/4/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_VT1950ZONA_VT1950ZONA_KZ9739,18.0,DIADIADIA,0.156,28756.53,0.0,9234.0,2383.4700000000003,154.8,54.0,18.0,0.0,0.0,90.0
2023-07-05,7/5/20237/5/20237/5/20237/5/20237/5/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_YV593DIS_YV593,ZONA_UW0189ZONA_UW0189ZONA_KZ9739ZONA_PM6920ZONA_PM6920,24.0,DIADIADIADIADIA,0.252,35206.705799999996,4857.768,11154.0,3309.5262000000002,166.32,65.52,18.0,0.0,0.0,90.0
2023-07-06,7/6/20237/6/20237/6/20237/6/20237/6/20237/6/2023,DIS_WZ815DIS_WZ815DIS_BI322DIS_JN153DIS_WZ815DIS_BI322,ZONA_KQ1861ZONA_VT1950ZONA_XS6994ZONA_UH8052ZONA_VT1950ZONA_XS6994,26.5,DIADIADIADIADIADIA,0.384,34569.675800000005,12066.881000000001,11451.0,2899.1931999999997,135.945,66.92,12.0,0.0,0.0,60.0
2023-07-07,7/7/20237/7/20237/7/2023,DIS_YV593DIS_WZ815DIS_WZ815,ZONA_PM6920ZONA_VT1950ZONA_VT1950,15.0,DIADIADIA,0.156,22445.5539,2428.884,7116.0,2002.5621,108.96000000000001,41.76,12.0,0.0,0.0,60.0
2023-07-08,7/8/20237/8/20237/8/20237/8/20237/8/20237/8/20237/8/2023,DIS_BI322DIS_WZ815DIS_WZ815DIS_BI322DIS_BI322DIS_WZ815DIS_WZ815,ZONA_VM7221ZONA_UW0189ZONA_PA0829ZONA_VM7221ZONA_TL8971ZONA_MJ7584ZONA_XM2129,39.0,DIADIADIADIADIADIADIA,0.48,54789.4635,12522.045,17712.0,3998.4915,238.8,104.4,24.0,0.0,0.0,120.0
2023-07-09,7/9/20237/9/20237/9/20237/9/20237/9/20237/9/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_VT1950ZONA_VT1950ZONA_VT1950ZONA_UK4788ZONA_KZ9739ZONA_XM2129,24.0,DIADIADIADIADIADIA,0.40499999999999997,38918.64,0.0,12312.0,2601.36,206.4,72.0,24.0,0.0,0.0,120.0
2023-07-10,7/10/20237/10/20237/10/20237/10/20237/10/20237/10/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_XM2129ZONA_UW0189ZONA_UW0189ZONA_KZ9739ZONA_WC5978ZONA_TZ1988,24.0,DIADIADIADIADIADIA,0.32,38360.64,0.0,12312.0,3159.36,206.4,72.0,24.0,0.0,0.0,120.0
2023-07-11,7/11/20237/11/20237/11/20237/11/20237/11/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_IO769,ZONA_XM2129ZONA_XM2129ZONA_OX2830ZONA_WD7529ZONA_PM6920,25.0,DIADIADIADIADIA,0.28400000000000003,37658.5123,5751.984,10704.0,2963.6037,166.56,62.82,18.0,0.0,0.0,90.0
2023-07-12,7/12/20237/12/20237/12/20237/12/20237/12/20237/12/2023,DIS_WZ815DIS_IO769DIS_WZ815DIS_YV593DIS_YV593DIS_WZ815,ZONA_VT1950ZONA_PM6920ZONA_KZ9739ZONA_CI7262ZONA_CI7262ZONA_PL2417,30.0,DIADIADIADIADIADIA,0.3156,42184.2952,9739.704,12854.0,3958.6008,177.36,75.72,18.0,0.0,0.0,90.0
2023-07-13,7/13/20237/13/20237/13/20237/13/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_QS8262ZONA_KZ9739ZONA_ZF0719ZONA_PA5813,21.0,DIADIADIADIA,0.178,33326.085,0.0,10773.0,3003.915,180.6,63.0,21.0,0.0,0.0,105.0
2023-07-15,7/15/20237/15/20237/15/20237/15/20237/15/2023,DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815DIS_YV593,ZONA_PM6920ZONA_NR3030ZONA_FM1946ZONA_FM1946ZONA_CR7598,22.0,DIADIADIADIADIA,0.265,33154.7112,3238.512,10514.0,2902.7768,162.48000000000002,61.68,18.0,0.0,0.0,90.0
2023-07-16,7/16/20237/16/20237/16/20237/16/20237/16/20237/16/20237/16/20237/16/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_NF9304ZONA_NF9304ZONA_JO8260ZONA_OG6246ZONA_NR3030ZONA_NR3030ZONA_VT1950ZONA_VT1950,40.0,DIADIADIADIADIADIADIADIA,0.46799999999999997,64297.1,0.0,20520.0,4902.9,344.0,120.0,40.0,0.0,0.0,200.0
2023-07-17,7/17/20237/17/20237/17/20237/17/20237/17/2023,DIS_IO769DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_RT1030ZONA_DB0195ZONA_DB0195ZONA_UM5935ZONA_ZH3340,25.0,DIADIADIADIADIA,0.29,39459.5768,1643.424,12219.0,3039.5992,201.16,71.52,23.0,0.0,0.0,115.0
2023-07-18,7/18/20237/18/2023,DIS_WZ815DIS_WZ815,ZONA_AX3301ZONA_FV6784,12.0,DIADIA,0.126,19375.62,0.0,6156.0,1384.38,103.2,36.0,12.0,0.0,0.0,60.0
2023-07-19,7/19/20237/19/20237/19/20237/19/20237/19/20237/19/20237/19/20237/19/2023,DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_YV593DIS_YV593DIS_WZ815,ZONA_NR3030ZONA_VT1950ZONA_BY6461ZONA_VT1950ZONA_UM5935ZONA_BY6461ZONA_BY6461ZONA_XQ2477,45.0,DIADIADIADIADIADIADIADIA,0.448,62517.6087,15382.932,19418.0,5820.4592999999995,260.08,114.48,26.0,0.0,0.0,130.0
2023-07-20,7/20/20237/20/20237/20/20237/20/20237/20/20237/20/20237/20/20237/20/2023,DIS_YV593DIS_YV593DIS_WZ815DIS_YV593DIS_YV593DIS_YV593DIS_WZ815DIS_WZ815,ZONA_PM6920ZONA_PM6920ZONA_OG6246ZONA_PM6920ZONA_PM6920ZONA_PM6920ZONA_FQ8367ZONA_TM0621,55.0,DIADIADIADIADIADIADIADIA,0.544,70208.45910000001,29956.236,21074.0,6418.3049,225.84,125.03999999999999,18.0,0.0,0.0,90.0
2023-07-21,7/21/20237/21/20237/21/20237/21/20237/21/2023,DIS_YV593DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815,ZONA_BY6461ZONA_SW1866ZONA_PM6920ZONA_CO7238ZONA_CO7238,28.0,DIADIADIADIADIA,0.315,39054.0996,9715.536,12048.0,3378.3644,160.64,71.03999999999999,16.0,0.0,0.0,80.0
2023-07-22,7/22/20237/22/20237/22/20237/22/20237/22/20237/22/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_SW1866ZONA_HV0674ZONA_TE6662ZONA_KW1997ZONA_KW1997ZONA_AP0591,36.0,DIADIADIADIADIADIA,0.315,57540.96,0.0,18468.0,4739.04,309.6,108.0,36.0,0.0,0.0,180.0
2023-07-23,7/23/20237/23/20237/23/20237/23/20237/23/20237/23/20237/23/20237/23/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_MU573DIS_MU573DIS_WZ815DIS_WZ815DIS_MU573,ZONA_LN9540ZONA_PC5660ZONA_SW1866ZONA_LU9673ZONA_LU9673ZONA_VT1950ZONA_VT1950ZONA_LU9673,50.0,DIADIADIADIADIADIADIADIA,0.371,66093.5416,20035.272,21978.0,6515.1864000000005,275.44,129.84,26.0,0.0,0.0,130.0
2023-07-24,7/24/20237/24/20237/24/20237/24/20237/24/20237/24/2023,DIS_MU573DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_LU9673ZONA_NR3030ZONA_NR3030ZONA_VT1950ZONA_LN9540ZONA_JW0507,34.0,DIADIADIADIADIADIA,0.27,49502.0372,6678.424,16218.0,4687.5388,240.88,95.28,26.0,0.0,0.0,130.0
2023-07-25,7/25/2023,DIS_WZ815,ZONA_SW1866,6.0,DIA,0.045,9520.41,0.0,3078.0,859.59,51.6,18.0,6.0,0.0,0.0,30.0
2023-07-26,7/26/20237/26/20237/26/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_DL9668ZONA_NR3030ZONA_NR3030,17.0,DIADIADIA,0.135,26974.495,0.0,8721.0,2435.505,146.2,51.0,17.0,0.0,0.0,85.0
2023-07-27,7/27/20237/27/20237/27/20237/27/2023,DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_PM6920ZONA_KZ9739ZONA_KZ9739ZONA_SW1866,16.5,DIADIADIADIA,0.189,25496.92245,1214.442,8175.0,2297.13555,131.88,47.879999999999995,15.0,0.0,0.0,75.0
2023-07-28,7/28/20237/28/20237/28/20237/28/20237/28/20237/28/2023,DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_ED2504ZONA_PM6920ZONA_VT1950ZONA_VT1950ZONA_NR3030ZONA_JJ8585,31.5,DIADIADIADIADIADIA,0.30000000000000004,49468.63995,1214.442,15870.0,4275.41805,260.88,92.88,30.0,0.0,0.0,150.0
2023-07-29,7/29/20237/29/20237/29/20237/29/20237/29/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_KZ9739ZONA_KZ9739ZONA_VZ8739ZONA_SW1866ZONA_SW1866,24.0,DIADIADIADIADIA,0.29000000000000004,38565.24,0.0,12312.0,2954.76,206.4,72.0,24.0,0.0,0.0,120.0
2023-07-30,7/30/20237/30/20237/30/20237/30/20237/30/2023,DIS_YV593DIS_YV593DIS_YV593DIS_WZ815DIS_YV593,ZONA_VM5842ZONA_BY6461ZONA_BY6461ZONA_II9496ZONA_YI5008,25.0,DIADIADIADIADIA,0.29000000000000004,30500.7507,15382.931999999999,9158.0,3237.3173,88.08,54.480000000000004,6.0,0.0,0.0,30.0
2023-07-31,7/31/2023,DIS_WZ815,ZONA_KZ9739,6.0,DIA,0.058,9641.31,0.0,3078.0,738.69,51.6,18.0,6.0,0.0,0.0,30.0
2023-08-01,8/1/20238/1/20238/1/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_ED2504ZONA_VT1950ZONA_VT1950,15.0,DIADIADIA,0.14600000000000002,23898.675,0.0,7695.0,2051.325,129.0,45.0,15.0,0.0,0.0,75.0
2023-08-02,8/2/20238/2/20238/2/20238/2/20238/2/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_SW1866ZONA_SW1866ZONA_SW1866ZONA_KZ9739ZONA_KZ9739,25.0,DIADIADIADIADIA,0.23399999999999999,39745.1,0.0,12825.0,3504.9,215.0,75.0,25.0,0.0,0.0,125.0
2023-08-03,8/3/20238/3/20238/3/20238/3/20238/3/2023,DIS_YV593DIS_WZ815DIS_WZ815DIS_YV593DIS_BI322,ZONA_BY6461ZONA_DL4727ZONA_DL4727ZONA_BY6461ZONA_IN4999,21.5,DIADIADIADIADIA,0.22999999999999998,29048.70795,7842.516,9436.0,2921.27605,122.88,55.68,12.0,0.0,0.0,60.0
2023-08-04,8/4/20238/4/20238/4/2023,DIS_WZ815DIS_YV593DIS_WZ815,ZONA_XQ2477ZONA_PM6920ZONA_UW0189,13.0,DIADIADIA,0.135,20124.918299999998,809.628,6476.0,1864.4537,105.12,37.92,12.0,0.0,0.0,60.0
2023-08-05,8/5/20238/5/20238/5/20238/5/20238/5/20238/5/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_KZ9739ZONA_KZ9739ZONA_SW1866ZONA_EO1039ZONA_EO1039ZONA_UW0189,30.0,DIADIADIADIADIADIA,0.30000000000000004,47834.55,0.0,15390.0,4065.4500000000003,258.0,90.0,30.0,0.0,0.0,150.0
2023-08-06,8/6/20238/6/20238/6/20238/6/20238/6/20238/6/20238/6/20238/6/20238/6/20238/6/2023,DIS_YV593DIS_YV593DIS_WZ815DIS_WZ815DIS_UE958DIS_UE958DIS_UE958DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_IG2187ZONA_IG2187ZONA_NF9387ZONA_NF9387ZONA_VD2052ZONA_VD2052ZONA_VD2052ZONA_KZ9739ZONA_KZ9739ZONA_KZ9739,60.5,DIADIADIADIADIADIADIADIADIADIA,0.484,78804.93265,24204.252,27310.0,8761.91535,329.52,161.52,30.0,0.0,0.0,150.0
2023-08-07,8/7/20238/7/20238/7/20238/7/20238/7/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_QJ3408ZONA_UW0189ZONA_SW1866ZONA_SW1866ZONA_II9496,24.0,DIADIADIADIADIA,0.22499999999999998,38081.64,0.0,12312.0,3438.36,206.4,72.0,24.0,0.0,0.0,120.0
2023-08-08,8/8/20238/8/20238/8/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_UW6646ZONA_UW0189ZONA_II9496,18.0,DIADIADIA,0.126,28477.53,0.0,9234.0,2662.4700000000003,154.8,54.0,18.0,0.0,0.0,90.0
2023-08-09,8/9/20238/9/20238/9/20238/9/20238/9/20238/9/20238/9/20238/9/2023,DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_PB2184ZONA_PM6920ZONA_VT1950ZONA_VT1950ZONA_VT1950ZONA_SW1866ZONA_VT1950ZONA_SW1866,33.0,DIADIADIADIADIADIADIADIA,0.378,50985.0069,2428.884,16350.0,4603.1091,263.76,95.75999999999999,30.0,0.0,0.0,150.0
2023-08-10,8/10/20238/10/20238/10/2023,DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_QC3744ZONA_QC3744ZONA_VT1950,18.0,DIADIADIA,0.135,28561.23,0.0,9234.0,2578.77,154.8,54.0,18.0,0.0,0.0,90.0
2023-08-11,8/11/20238/11/20238/11/20238/11/20238/11/20238/11/20238/11/20238/11/2023,DIS_WZ815DIS_WZ815DIS_UE958DIS_UE958DIS_UE958DIS_WZ815DIS_WZ815DIS_UE958,ZONA_TL7635ZONA_JV7411ZONA_VD2052ZONA_VD2052ZONA_VD2052ZONA_AF6855ZONA_NV1512ZONA_VD2052,30.5,DIADIADIADIADIADIADIADIA,0.336,43614.511,5868.2925,15099.0,4633.6965,217.6,88.8,23.0,0.0,0.0,115.0
2023-08-12,8/12/20238/12/20238/12/20238/12/20238/12/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_SW1866ZONA_SN3994ZONA_SN3994ZONA_UW0189ZONA_FH0646,23.0,DIADIADIADIADIA,0.21000000000000002,36387.955,0.0,11799.0,3402.045,197.8,69.0,23.0,0.0,0.0,115.0
2023-08-13,8/13/20238/13/20238/13/20238/13/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_TL7635ZONA_TL7635ZONA_AF6855ZONA_NV1512,22.0,DIADIADIADIA,0.24,35419.67,0.0,11286.0,2640.33,189.2,66.0,22.0,0.0,0.0,110.0
2023-08-14,8/14/20238/14/20238/14/20238/14/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_SW1866ZONA_TA7110ZONA_PB2184ZONA_FH0646,24.0,DIADIADIADIA,0.224,38490.84,0.0,12312.0,3029.16,206.4,72.0,24.0,0.0,0.0,120.0
2023-08-15,8/15/20238/15/20238/15/20238/15/20238/15/2023,DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815,ZONA_TL7635ZONA_TL7635ZONA_PM6920ZONA_SW1866ZONA_SW1866,26.5,DIADIADIADIADIA,0.3,41389.598249999995,2024.07,13112.0,3203.8317500000003,211.2,76.8,24.0,0.0,0.0,120.0
2023-08-16,8/16/20238/16/20238/16/20238/16/20238/16/20238/16/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_TA7110ZONA_AF6855ZONA_TO1272ZONA_QC3744ZONA_BH4823ZONA_TL7635,34.0,DIADIADIADIADIADIA,0.33,54475.99,0.0,17442.0,4344.01,292.4,102.0,34.0,0.0,0.0,170.0
2023-08-17,8/17/20238/17/20238/17/20238/17/20238/17/20238/17/20238/17/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_BY6813ZONA_SW1866ZONA_LZ0054ZONA_BY6813ZONA_JO8260ZONA_VT1950ZONA_JO8260,42.0,DIADIADIADIADIADIADIA,0.35000000000000003,66968.37,0.0,21546.0,5691.63,361.2,126.0,42.0,0.0,0.0,210.0
2023-08-18,8/18/20238/18/20238/18/20238/18/20238/18/20238/18/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_GT3447ZONA_PB2184ZONA_SW1866ZONA_AG2397ZONA_PB2184ZONA_JH9912,36.0,DIADIADIADIADIADIA,0.2752,57170.82,0.0,18468.0,5109.18,309.6,108.0,36.0,0.0,0.0,180.0
2023-08-19,8/19/20238/19/20238/19/20238/19/20238/19/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_CU1079ZONA_UW0189ZONA_AF6855ZONA_AD4091ZONA_SW1866,29.0,DIADIADIADIADIA,0.23399999999999999,46099.015,0.0,14877.0,4070.985,249.4,87.0,29.0,0.0,0.0,145.0
2023-08-20,8/20/20238/20/20238/20/20238/20/20238/20/20238/20/20238/20/2023,DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_OS5674ZONA_JZ6469ZONA_PM6920ZONA_JU9492ZONA_ZF3959ZONA_ZF3959ZONA_PB2184,31.5,DIADIADIADIADIADIADIA,0.325,49287.17445,1214.442,15870.0,4456.8835500000005,260.88,92.88,30.0,0.0,0.0,150.0
2023-08-21,8/21/20238/21/20238/21/20238/21/20238/21/2023,DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_WE0047ZONA_PB2184ZONA_WE0047ZONA_QJ3408ZONA_SW1866,30.0,DIADIADIADIADIA,0.265,47974.05,0.0,15390.0,3925.9500000000003,258.0,90.0,30.0,0.0,0.0,150.0
2023-08-22,8/22/20238/22/20238/22/20238/22/20238/22/20238/22/20238/22/2023,DIS_WZ815DIS_WZ815DIS_YV593DIS_WZ815DIS_WZ815DIS_WZ815DIS_WZ815,ZONA_AF6855ZONA_IB0992ZONA_PM6920ZONA_LY4930ZONA_YJ2853ZONA_PB2184ZONA_WP6729,36.0,DIADIADIADIADIADIADIA,0.3702,56548.2906,1619.256,18082.0,4730.4534,296.24,105.84,34.0,0.0,0.0,170.0
