FECHA,Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
9/17/2023,5873.0016,4694.634,2640,893.5644,15.84,15.84,0,0,0,0
9/17/2023,10284.65855,0,2700,633.001446,0,0,6.78,41.88,0,30
9/17/2023,4921.4457,0,1500,364.5543,0,0,1.5,18.9,0,15
9/17/2023,2927.4384,2347.317,1320,455.8446,7.92,7.92,0,0,0,0
9/17/2023,9814.3254,0,3000,757.6746,0,0,3,37.8,0,30
9/18/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/18/2023,5911.5168,4694.634,2640,855.0492,15.84,15.84,0,0,0,0
9/18/2023,10302.51214,0,2700,615.147858,0,0,6.78,41.88,0,30
9/18/2023,6593.6676,0,2000,454.3324,0,0,2,25.2,0,20
9/18/2023,5883.1968,4694.634,2640,883.3692,15.84,15.84,0,0,0,0
9/18/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
9/19/2023,6024.7968,4694.634,2640,741.7692,15.84,15.84,0,0,0,0
9/19/2023,9985.7214,0,3000,586.2786,0,0,3,37.8,0,30
9/19/2023,9985.7214,0,3000,586.2786,0,0,3,37.8,0,30
9/19/2023,9938.1114,0,3000,633.8886,0,0,3,37.8,0,30
9/20/2023,10302.51214,0,2700,615.147858,0,0,6.78,41.88,0,30
9/20/2023,5883.1968,4694.634,2640,883.3692,15.84,15.84,0,0,0,0
9/20/2023,10243.00018,0,2700,674.659818,0,0,6.78,41.88,0,30
9/20/2023,4874.344,3912.195,2200,764.461,13.2,13.2,0,0,0,0
9/20/2023,9833.3694,0,3000,738.6306,0,0,3,37.8,0,30
9/20/2023,9833.3694,0,3000,738.6306,0,0,3,37.8,0,30
9/20/2023,9833.3694,0,3000,738.6306,0,0,3,37.8,0,30
9/21/2023,10243.00018,0,2700,674.659818,0,0,6.78,41.88,0,30
9/21/2023,3899.4752,3129.756,1760,611.5688,10.56,10.56,0,0,0,0
9/21/2023,10243.00018,0,2700,674.659818,0,0,6.78,41.88,0,30
9/21/2023,1949.7376,1564.878,880,305.7844,5.28,5.28,0,0,0,0
9/21/2023,9871.4574,0,3000,700.5426,0,0,3,37.8,0,30
9/21/2023,9871.4574,0,3000,700.5426,0,0,3,37.8,0,30
9/21/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
9/21/2023,4921.4457,0,1500,364.5543,0,0,1.5,18.9,0,15
9/22/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
9/22/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
9/22/2023,10143.81358,0,2700,773.846418,0,0,6.78,41.88,0,30
9/22/2023,3246.0498,0,1000,277.9502,0,0,1,12.6,0,10
9/22/2023,6492.0996,0,2000,555.9004,0,0,2,25.2,0,20
9/22/2023,9738.1494,0,3000,833.8506,0,0,3,37.8,0,30
9/22/2023,9738.1494,0,3000,833.8506,0,0,3,37.8,0,30
9/22/2023,4869.0747,0,1500,416.9253,0,0,1.5,18.9,0,15
9/23/2023,10163.6509,0,2700,754.009098,0,0,6.78,41.88,0,30
9/23/2023,10163.6509,0,2700,754.009098,0,0,6.78,41.88,0,30
9/23/2023,9757.1934,0,3000,814.8066,0,0,3,37.8,0,30
9/23/2023,9738.1494,0,3000,833.8506,0,0,3,37.8,0,30
9/23/2023,9738.1494,0,3000,833.8506,0,0,3,37.8,0,30
9/24/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/24/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/24/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/24/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
9/24/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
9/25/2023,5837.8848,4694.634,2640,928.6812,15.84,15.84,0,0,0,0
9/25/2023,10223.16286,0,2700,694.497138,0,0,6.78,41.88,0,30
9/25/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/25/2023,5826.5568,4694.634,2640,940.0092,15.84,15.84,0,0,0,0
9/25/2023,9795.2814,0,3000,776.7186,0,0,3,37.8,0,30
9/25/2023,6530.1876,0,2000,517.8124,0,0,2,25.2,0,20
9/25/2023,1942.1856,1564.878,880,313.3364,5.28,5.28,0,0,0,0
9/26/2023,10173.56956,0,2700,744.090438,0,0,6.78,41.88,0,30
9/26/2023,6782.379708,0,1800,496.060292,0,0,4.52,27.92,0,20
9/26/2023,3391.189854,0,900,248.030146,0,0,2.26,13.96,0,10
9/26/2023,9766.7154,0,3000,805.2846,0,0,3,37.8,0,30
9/26/2023,9766.7154,0,3000,805.2846,0,0,3,37.8,0,30
9/26/2023,5798.2368,4694.634,2640,968.3292,15.84,15.84,0,0,0,0
9/26/2023,4831.864,3912.195,2200,806.941,13.2,13.2,0,0,0,0
9/27/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/27/2023,5826.5568,4694.634,2640,940.0092,15.84,15.84,0,0,0,0
9/27/2023,8502.771285,0,2250,595.278715,0,0,5.65,34.9,0,25
9/27/2023,3884.3712,3129.756,1760,626.6728,10.56,10.56,0,0,0,0
9/27/2023,4902.26985,3643.326,1440,629.90415,8.64,8.64,0,0,0,0
9/27/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/27/2023,5446.9665,4048.14,1600,699.8935,9.6,9.6,0,0,0,0
9/27/2023,5826.5568,4694.634,2640,940.0092,15.84,15.84,0,0,0,0
9/27/2023,9795.2814,0,3000,776.7186,0,0,3,37.8,0,30
9/27/2023,4855.464,3912.195,2200,783.341,13.2,13.2,0,0,0,0
9/28/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/28/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/28/2023,5151.256071,0,1350,307.573929,0,0,3.39,20.94,0,15
9/28/2023,10302.51214,0,2700,615.147858,0,0,6.78,41.88,0,30
9/28/2023,1578.01935,1252.2045,540,148.77615,3.24,3.24,0,0,0,0
9/28/2023,10362.0241,0,2700,555.635898,0,0,6.78,41.88,0,30
9/28/2023,5917.1808,4694.634,2640,849.3852,15.84,15.84,0,0,0,0
9/28/2023,10318.382,0,2700,599.278002,0,0,6.78,41.88,0,30
9/28/2023,5892.2592,4694.634,2640,874.3068,15.84,15.84,0,0,0,0
9/28/2023,9905.7366,0,3000,666.2634,0,0,3,37.8,0,30
9/28/2023,9905.7366,0,3000,666.2634,0,0,3,37.8,0,30
9/29/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
9/29/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
9/29/2023,5854.8768,4694.634,2640,911.6892,15.84,15.84,0,0,0,0
9/29/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/29/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
9/29/2023,5809.5648,4694.634,2640,957.0012,15.84,15.84,0,0,0,0
9/29/2023,9795.2814,0,3000,776.7186,0,0,3,37.8,0,30
9/30/2023,10431.45472,0,2700,486.205278,0,0,6.78,41.88,0,30
9/30/2023,3477.151574,0,900,162.068426,0,0,2.26,13.96,0,10
9/30/2023,5939.8368,4694.634,2640,826.7292,15.84,15.84,0,0,0,0
9/30/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
9/30/2023,10451.29204,0,2700,466.367958,0,0,6.78,41.88,0,30
9/30/2023,10451.29204,0,2700,466.367958,0,0,6.78,41.88,0,30
9/30/2023,3483.764014,0,900,155.455986,0,0,2.26,13.96,0,10
9/30/2023,10451.29204,0,2700,466.367958,0,0,6.78,41.88,0,30
9/30/2023,5968.1568,4694.634,2640,798.4092,15.84,15.84,0,0,0,0
9/30/2023,10033.3314,0,3000,538.6686,0,0,3,37.8,0,30
10/1/2023,3978.7712,3129.756,1760,532.2728,10.56,10.56,0,0,0,0
10/1/2023,6967.528028,0,1800,310.911972,0,0,4.52,27.92,0,20
10/1/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
10/1/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
10/1/2023,5939.8368,4694.634,2640,826.7292,15.84,15.84,0,0,0,0
10/1/2023,5968.1568,4694.634,2640,798.4092,15.84,15.84,0,0,0,0
10/1/2023,10451.29204,0,2700,466.367958,0,0,6.78,41.88,0,30
10/1/2023,9900.0234,0,3000,671.9766,0,0,3,37.8,0,30
10/1/2023,9900.0234,0,3000,671.9766,0,0,3,37.8,0,30
10/1/2023,5888.8608,4694.634,2640,877.7052,15.84,15.84,0,0,0,0
10/1/2023,5888.8608,4694.634,2640,877.7052,15.84,15.84,0,0,0,0
10/2/2023,10302.51214,0,2700,615.147858,0,0,6.78,41.88,0,30
10/2/2023,3922.1312,3129.756,1760,588.9128,10.56,10.56,0,0,0,0
10/2/2023,10262.8375,0,2700,654.822498,0,0,6.78,41.88,0,30
10/2/2023,5860.5408,4694.634,2640,906.0252,15.84,15.84,0,0,0,0
10/2/2023,8552.364585,0,2250,545.685415,0,0,5.65,34.9,0,25
10/2/2023,5860.5408,4694.634,2640,906.0252,15.84,15.84,0,0,0,0
10/2/2023,5131.418751,0,1350,327.411249,0,0,3.39,20.94,0,15
10/2/2023,5131.418751,0,1350,327.411249,0,0,3.39,20.94,0,15
10/2/2023,9852.4134,0,3000,719.5866,0,0,3,37.8,0,30
10/2/2023,5860.5408,4694.634,2640,906.0252,15.84,15.84,0,0,0,0
10/2/2023,9852.4134,0,3000,719.5866,0,0,3,37.8,0,30
10/2/2023,5860.5408,4694.634,2640,906.0252,15.84,15.84,0,0,0,0
10/3/2023,10262.8375,0,2700,654.822498,0,0,6.78,41.88,0,30
10/3/2023,1643.62095,1214.442,480,200.43705,2.88,2.88,0,0,0,0
10/3/2023,10262.8375,0,2700,654.822498,0,0,6.78,41.88,0,30
10/3/2023,6221.5776,1540.71,2430,544.7124,0,0,0,12.15,9.72,0
10/3/2023,6221.5776,1540.71,2430,544.7124,0,0,0,12.15,9.72,0
10/3/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
10/3/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
10/3/2023,9909.5454,0,3000,662.4546,0,0,3,37.8,0,30
10/3/2023,2947.2624,2347.317,1320,436.0206,7.92,7.92,0,0,0,0
10/3/2023,6606.3636,0,2000,441.6364,0,0,2,25.2,0,20
10/4/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
10/4/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
10/4/2023,4357.5732,3238.512,1280,559.9148,7.68,7.68,0,0,0,0
10/4/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
10/4/2023,10203.32554,0,2700,714.334458,0,0,6.78,41.88,0,30
10/4/2023,4902.26985,3643.326,1440,629.90415,8.64,8.64,0,0,0,0
10/4/2023,1634.08995,1214.442,480,209.96805,2.88,2.88,0,0,0,0
10/4/2023,9795.2814,0,3000,776.7186,0,0,3,37.8,0,30
10/4/2023,9795.2814,0,3000,776.7186,0,0,3,37.8,0,30
10/4/2023,9776.2374,0,3000,795.7626,0,0,3,37.8,0,30
10/4/2023,1453.8072,1173.6585,660,237.8343,3.96,3.96,0,0,0,0
10/5/2023,10183.48822,0,2700,734.171778,0,0,6.78,41.88,0,30
10/5/2023,10183.48822,0,2700,734.171778,0,0,6.78,41.88,0,30
10/5/2023,10282.67482,0,2700,634.985178,0,0,6.78,41.88,0,30
10/5/2023,6580.9716,0,2000,467.0284,0,0,2,25.2,0,20
10/5/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
10/5/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
10/5/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
10/6/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
10/6/2023,9985.7214,0,3000,586.2786,0,0,3,37.8,0,30
10/6/2023,9985.7214,0,3000,586.2786,0,0,3,37.8,0,30
10/6/2023,9966.6774,0,3000,605.3226,0,0,3,37.8,0,30
10/7/2023,10352.10544,0,2700,565.554558,0,0,6.78,41.88,0,30
10/7/2023,10352.10544,0,2700,565.554558,0,0,6.78,41.88,0,30
10/7/2023,10302.51214,0,2700,615.147858,0,0,6.78,41.88,0,30
10/7/2023,9909.5454,0,3000,662.4546,0,0,3,37.8,0,30
10/7/2023,9909.5454,0,3000,662.4546,0,0,3,37.8,0,30
10/8/2023,10322.34946,0,2700,595.310538,0,0,6.78,41.88,0,30
10/8/2023,5161.174731,0,1350,297.655269,0,0,3.39,20.94,0,15
10/8/2023,5161.174731,0,1350,297.655269,0,0,3.39,20.94,0,15
10/8/2023,10302.51214,0,2700,615.147858,0,0,6.78,41.88,0,30
10/8/2023,8209.8848,6557.584,3120,1052.5312,21.84,16,0,0,0,0
10/8/2023,10500.88534,0,2700,416.774658,0,0,6.78,41.88,0,30
10/8/2023,6752.3676,0,2000,295.6324,0,0,0,25.2,0,0
10/8/2023,10080.9414,0,3000,491.0586,0,0,3,37.8,0,30
10/8/2023,10080.9414,0,3000,491.0586,0,0,3,37.8,0,30
10/9/2023,10500.88534,0,2700,416.774658,0,0,6.78,41.88,0,30
10/9/2023,10451.29204,0,2700,466.367958,0,0,6.78,41.88,0,30
10/9/2023,8328.4448,6557.584,3120,933.9712,21.84,16,0,0,0,0
10/9/2023,6246.3336,4918.188,2340,700.4784,16.38,12,0,0,0,0
10/9/2023,10451.29204,0,2700,466.367958,0,0,6.78,41.88,0,30
10/9/2023,4983.3387,0,1500,302.6613,0,0,1.5,18.9,0,15
10/9/2023,9966.6774,0,3000,605.3226,0,0,3,37.8,0,30
10/9/2023,3322.2258,0,1000,201.7742,0,0,1,12.6,0,10
10/9/2023,6644.4516,0,2000,403.5484,0,0,2,25.2,0,20
10/10/2023,10352.10544,0,2700,565.554558,0,0,6.78,41.88,0,30
10/10/2023,10352.10544,0,2700,565.554558,0,0,6.78,41.88,0,30
10/10/2023,10109.5074,0,3000,462.4926,0,0,3,37.8,0,30
10/10/2023,10033.3314,0,3000,538.6686,0,0,3,37.8,0,30
10/10/2023,10033.3314,0,3000,538.6686,0,0,3,37.8,0,30
10/11/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
10/11/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
10/11/2023,7919.7824,6259.512,3520,1102.3056,21.12,21.12,0,0,0,0
10/11/2023,10322.34946,0,2700,595.310538,0,0,6.78,41.88,0,30
10/11/2023,3440.783154,0,900,198.436846,0,0,2.26,13.96,0,10
10/11/2023,6881.566308,0,1800,396.873692,0,0,4.52,27.92,0,20
10/11/2023,7859.3664,6259.512,3520,1162.7216,21.12,21.12,0,0,0,0
10/11/2023,4420.8936,3520.9755,1980,654.0309,11.88,11.88,0,0,0,0
10/11/2023,10004.7654,0,3000,567.2346,0,0,3,37.8,0,30
10/11/2023,10004.7654,0,3000,567.2346,0,0,3,37.8,0,30
10/12/2023,6228.5496,4918.188,2340,718.2624,16.38,12,0,0,0,0
10/12/2023,3114.2748,2459.094,1170,359.1312,8.19,6,0,0,0,0
10/12/2023,10421.53606,0,2700,496.123938,0,0,6.78,41.88,0,30
10/12/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
10/12/2023,9966.6774,0,3000,605.3226,0,0,3,37.8,0,30
10/12/2023,9966.6774,0,3000,605.3226,0,0,3,37.8,0,30
10/12/2023,2964.2544,2347.317,1320,419.0286,7.92,7.92,0,0,0,0
10/13/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
10/13/2023,1561.40385,1252.2045,540,165.39165,3.24,3.24,0,0,0,0
10/13/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
10/13/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
10/13/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
10/13/2023,975.8128,782.439,440,151.9482,2.64,2.64,0,0,0,0
10/13/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
10/13/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
10/14/2023,10431.45472,0,2700,486.205278,0,0,6.78,41.88,0,30
10/14/2023,10431.45472,0,2700,486.205278,0,0,6.78,41.88,0,30
10/14/2023,5007.1437,0,1500,278.8563,0,0,1.5,18.9,0,15
10/14/2023,5007.1437,0,1500,278.8563,0,0,1.5,18.9,0,15
10/14/2023,10014.2874,0,3000,557.7126,0,0,3,37.8,0,30
10/14/2023,5007.1437,0,1500,278.8563,0,0,1.5,18.9,0,15
10/15/2023,10431.45472,0,2700,486.205278,0,0,6.78,41.88,0,30
10/15/2023,10431.45472,0,2700,486.205278,0,0,6.78,41.88,0,30
10/15/2023,10431.45472,0,2700,486.205278,0,0,6.78,41.88,0,30
10/15/2023,10431.45472,0,2700,486.205278,0,0,6.78,41.88,0,30
10/15/2023,6676.1916,0,2000,371.8084,0,0,2,25.2,0,20
10/15/2023,9985.7214,0,3000,586.2786,0,0,3,37.8,0,30
10/15/2023,8321.4345,0,2500,488.5655,0,0,2.5,31.5,0,25
10/16/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
10/16/2023,10401.69874,0,2700,515.961258,0,0,6.78,41.88,0,30
10/16/2023,5151.256071,0,1350,307.573929,0,0,3.39,20.94,0,15
10/16/2023,9871.4574,0,3000,700.5426,0,0,3,37.8,0,30
10/16/2023,9842.8914,0,3000,729.1086,0,0,3,37.8,0,30
10/17/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
10/17/2023,10252.91884,0,2700,664.741158,0,0,6.78,41.88,0,30
10/17/2023,9613.41,0,3078,766.59,51.6,18,6,0,0,30
10/17/2023,8011.175,0,2565,638.825,43,15,5,0,0,25
10/17/2023,9566.91,0,3078,813.09,51.6,18,6,0,0,30
10/17/2023,9566.91,0,3078,813.09,51.6,18,6,0,0,30
10/18/2023,7149.0692,5737.886,2730,840,19.11,14,0,0,0,0
10/18/2023,10252.91884,0,2700,670,0,0,6.78,41.88,0,30
10/18/2023,7149.0692,5737.886,2730,840,19.11,14,0,0,0,0
10/18/2023,10203.32554,0,2700,720,0,0,6.78,41.88,0,30
10/18/2023,6098.1336,4918.188,2340,730,16.38,12,0,0,0,0
10/18/2023,1553.85135,1252.2045,540,160,3.24,3.24,0,0,0,0
10/18/2023,10203.32554,0,2700,720,0,0,6.78,41.88,0,30
10/18/2023,9566.91,0,3078,790,51.6,18,6,0,0,30
10/18/2023,9566.91,0,3078,790,51.6,18,6,0,0,30
10/19/2023,10203.32554,0,2700,720,0,0,6.78,41.88,0,30
10/19/2023,10203.32554,0,2700,720,0,0,6.78,41.88,0,30
10/19/2023,1594.485,0,513,140,8.6,3,1,0,0,5
10/19/2023,7972.425,0,2565,680,43,15,5,0,0,25
10/19/2023,10203.32554,0,2700,730,0,0,6.78,41.88,0,30
10/19/2023,1634.08995,1214.442,480,160,2.88,2.88,0,0,0,0
10/19/2023,10203.32554,0,2700,130,0,0,6.78,41.88,0,30
10/19/2023,9776.2374,0,3000,790,0,0,3,37.8,0,30
10/19/2023,9776.2374,0,3000,780,0,0,3,37.8,0,30
10/19/2023,9776.2374,0,3000,780,0,0,3,37.8,0,30
10/19/2023,3249.2238,0,1000,260,0,0,1,12.6,0,10
10/19/2023,3384.577414,0,900,260,0,0,2.26,13.96,0,10
10/20/2023,10163.6509,0,2700,750,0,0,6.78,41.88,0,30
10/20/2023,10163.6509,0,2700,750,0,0,6.78,41.88,0,30
10/20/2023,10163.6509,0,2700,740,0,0,6.78,41.88,0,30
10/20/2023,10163.6509,0,2700,740,0,0,6.78,41.88,0,30
10/20/2023,9880.9794,0,3000,700,0,0,3,37.8,0,30
10/20/2023,9880.9794,0,3000,700,0,0,3,37.8,0,30
10/20/2023,9880.9794,0,3000,700,0,0,3,37.8,0,30
10/20/2023,9880.9794,0,3000,700,0,0,3,37.8,0,30
10/20/2023,5763.90465,0,1750,390,0,0,1.75,22.05,0,17.5
10/21/2023,10282.67482,0,2700,640,0,0,6.78,41.88,0,30
10/21/2023,10282.67482,0,2700,640,0,0,6.78,41.88,0,30
10/21/2023,3072.7788,2459.094,1170,380,8.19,6,0,0,0,0
10/21/2023,8759.0783,5751.984,1470,700,11.76,8.82,0,0,0,0
10/21/2023,10262.8375,0,2700,660,0,0,6.78,41.88,0,30
10/21/2023,10262.8375,0,2700,660,0,0,6.78,41.88,0,30
10/21/2023,10233.08152,0,2700,730,0,0,6.78,41.88,0,30
10/21/2023,10233.08152,0,2700,750,0,0,6.78,41.88,0,30
10/21/2023,10233.08152,0,2700,750,0,0,6.78,41.88,0,30
10/22/2023,10381.86142,0,2700,720,0,0,6.78,41.88,0,30
10/22/2023,10381.86142,0,2700,720,0,0,6.78,41.88,0,30
10/22/2023,10381.86142,0,2700,730,0,0,6.78,41.88,0,30
10/22/2023,10381.86142,0,2700,600,0,0,6.78,41.88,0,30
10/22/2023,10381.86142,0,2700,600,0,0,6.78,41.88,0,30
10/22/2023,9890.5014,0,3000,610,0,0,3,37.8,0,30
10/22/2023,9890.5014,0,3000,610,0,0,3,37.8,0,30
10/22/2023,9890.5014,0,3000,610,0,0,3,37.8,0,30
10/22/2023,9890.5014,0,3000,600,0,0,3,37.8,0,30
10/23/2023,10362.0241,0,2700,540,0,0,6.78,41.88,0,30
10/23/2023,10362.0241,0,2700,540,0,0,6.78,41.88,0,30
10/23/2023,10322.34946,0,2700,580,0,0,6.78,41.88,0,30
10/23/2023,3440.783154,0,900,180,0,0,2.26,13.96,0,10
10/23/2023,10302.51214,0,2700,600,0,0,6.78,41.88,0,30
10/23/2023,10302.51214,0,2700,600,0,0,6.78,41.88,0,30
10/23/2023,4921.4457,0,1500,340,0,0,1.5,18.9,0,15
10/23/2023,9842.8914,0,3000,690,0,0,3,37.8,0,30
10/23/2023,9842.8914,0,3000,690,0,0,3,37.8,0,30
10/24/2023,10262.8375,0,2700,660,0,0,6.78,41.88,0,30
10/24/2023,10262.8375,0,2700,660,0,0,6.78,41.88,0,30
10/24/2023,8796.7656,5787.229,1330,800,0,0,0,6.09,0,0
10/24/2023,827.10952,667.8424,288,100,1.728,1.728,0,0,0,0
10/24/2023,10183.48822,0,2700,730,0,0,6.78,41.88,0,30
10/24/2023,10183.48822,0,2700,740,0,0,6.78,41.88,0,30
10/24/2023,9795.2814,0,3000,760,0,0,3,37.8,0,30
10/24/2023,9795.2814,0,3000,910,0,0,3,37.8,0,30
10/24/2023,9795.2814,0,3000,760,0,0,3,37.8,0,30
10/24/2023,9795.2814,0,3000,890,0,0,3,37.8,0,30
10/25/2023,6227.4894,5008.818,2160,890,12.96,12.96,0,0,0,0
10/25/2023,8708.3843,5751.984,1470,890,11.76,8.82,0,0,0,0
10/25/2023,10223.16286,0,2700,890,0,0,6.78,41.88,0,30
10/25/2023,6203.3214,5008.818,2160,890,12.96,12.96,0,0,0,0
10/25/2023,10183.48822,0,2700,890,0,0,6.78,41.88,0,30
10/25/2023,6203.3214,5008.818,2160,890,12.96,12.96,0,0,0,0
10/25/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
10/25/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
10/25/2023,9804.8034,0,3000,890,0,0,3,37.8,0,30
10/25/2023,9804.8034,0,3000,890,0,0,3,37.8,0,30
10/26/2023,10223.16286,0,2700,890,0,0,6.78,41.88,0,30
10/26/2023,10223.16286,0,2700,890,0,0,6.78,41.88,0,30
10/26/2023,8708.3843,5751.984,1470,890,11.76,8.82,0,0,0,0
10/26/2023,6208.2045,4108.56,1050,890,8.4,6.3,0,0,0,0
10/26/2023,3268.1799,2428.884,960,890,5.76,5.76,0,0,0,0
10/26/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
10/26/2023,3401.108514,0,900,890,0,0,2.26,13.96,0,10
10/26/2023,6802.217028,0,1800,890,0,0,4.52,27.92,0,20
10/26/2023,9709.5834,0,3000,890,0,0,3,37.8,0,30
10/26/2023,9709.5834,0,3000,890,0,0,3,37.8,0,30
10/27/2023,1634.08995,1214.442,480,890,2.88,2.88,0,0,0,0
10/27/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
10/27/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
10/27/2023,1035.9009,834.803,360,890,2.16,2.16,0,0,0,0
10/27/2023,10163.6509,0,2700,890,0,0,6.78,41.88,0,30
10/27/2023,10163.6509,0,2700,890,0,0,6.78,41.88,0,30
10/27/2023,9795.2814,0,3000,890,0,0,3,37.8,0,30
10/27/2023,6530.1876,0,2000,890,0,0,2,25.2,0,20
10/28/2023,10183.48822,0,2700,890,0,0,6.78,41.88,0,30
10/28/2023,10183.48822,0,2700,890,0,0,6.78,41.88,0,30
10/28/2023,6815.74795,4519.416,1155,890,9.24,6.93,0,0,0,0
10/28/2023,10183.48822,0,2700,890,0,0,6.78,41.88,0,30
10/28/2023,10163.6509,0,2700,890,0,0,6.78,41.88,0,30
10/28/2023,5159.3645,4174.015,1800,890,10.8,10.8,0,0,0,0
10/28/2023,1031.8729,834.803,360,890,2.16,2.16,0,0,0,0
10/28/2023,9747.6714,0,3000,890,0,0,3,37.8,0,30
10/28/2023,9747.6714,0,3000,890,0,0,3,37.8,0,30
10/28/2023,9719.1054,0,3000,890,0,0,3,37.8,0,30
10/29/2023,10123.97626,0,2700,890,0,0,6.78,41.88,0,30
10/29/2023,10123.97626,0,2700,890,0,0,6.78,41.88,0,30
10/29/2023,10123.97626,0,2700,890,0,0,6.78,41.88,0,30
10/29/2023,3597.45715,2921.8105,1260,890,7.56,7.56,0,0,0,0
10/29/2023,9623.8854,0,3000,890,0,0,3,37.8,0,30
10/29/2023,9623.8854,0,3000,890,0,0,3,37.8,0,30
10/29/2023,9623.8854,0,3000,890,0,0,3,37.8,0,30
10/30/2023,10104.13894,0,2700,890,0,0,6.78,41.88,0,30
10/30/2023,6736.092628,0,1800,890,0,0,4.52,27.92,0,20
10/30/2023,10104.13894,0,2700,890,0,0,6.78,41.88,0,30
10/30/2023,10104.13894,0,2700,890,0,0,6.78,41.88,0,30
10/30/2023,9719.1054,0,3000,890,0,0,3,37.8,0,30
10/30/2023,9719.1054,0,3000,890,0,0,3,37.8,0,30
10/30/2023,9719.1054,0,3000,890,0,0,3,37.8,0,30
10/30/2023,9719.1054,0,3000,890,0,0,3,37.8,0,30
10/31/2023,9833.3694,0,3000,890,0,0,3,37.8,0,30
10/31/2023,9833.3694,0,3000,890,0,0,3,37.8,0,30
11/1/2023,10243.00018,0,2700,890,0,0,6.78,41.88,0,30
11/1/2023,10243.00018,0,2700,890,0,0,6.78,41.88,0,30
11/1/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
11/1/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
11/1/2023,9861.9354,0,3000,890,0,0,3,37.8,0,30
11/1/2023,9861.9354,0,3000,890,0,0,3,37.8,0,30
11/1/2023,9861.9354,0,3000,890,0,0,3,37.8,0,30
11/1/2023,9861.9354,0,3000,890,0,0,3,37.8,0,30
11/2/2023,5136.378081,0,1350,890,0,0,3.39,20.94,0,15
11/2/2023,6848.504108,0,1800,890,0,0,4.52,27.92,0,20
11/2/2023,10272.75616,0,2700,890,0,0,6.78,41.88,0,30
11/2/2023,6802.217028,0,1800,890,0,0,4.52,27.92,0,20
11/2/2023,10203.32554,0,2700,890,0,0,6.78,41.88,0,30
11/2/2023,9795.2814,0,3000,890,0,0,3,37.8,0,30
